session_id,cb_prec@3,cb_ndcg@3,cb_hit@3,l1_prec@3,l1_ndcg@3,l1_hit@3,l2_prec@3,l2_ndcg@3,l2_hit@3,cb_prec@5,cb_ndcg@5,cb_hit@5,l1_prec@5,l1_ndcg@5,l1_hit@5,l2_prec@5,l2_ndcg@5,l2_hit@5,cb_mor,l1_mor,l2_mor
S0148,0.6666666666666666,0.5884535456628739,0,0.6666666666666666,0.5493469851609776,1,0.6666666666666666,0.447669927856047,1,0.8,0.658976756027779,0,0.8,0.6444588535580655,1,0.8,0.5869524292316726,1,3.5,3.0,1.5
S0161,0.3333333333333333,0.36219946917614854,1,0.6666666666666666,0.5968388321875268,1,0.6666666666666666,0.5968388321875268,1,0.6,0.52128439265652,1,0.8,0.6654192779318243,1,0.6,0.5515460784677306,1,3.0,3.0,3.0
S0163,0.3333333333333333,0.36219946917614854,0,0.6666666666666666,0.518625711183734,0,0.6666666666666666,0.5968388321875268,0,0.6,0.52128439265652,1,0.6,0.5537483421048269,0,0.6,0.5515460784677306,0,3.0,3.0,3.0
S0166,0.0,0.0,0,0.6666666666666666,0.4031611678124732,1,1.0,0.7472989002291613,1,0.4,0.22238860295713975,1,0.8,0.5155608888565543,1,1.0,0.7706675459539696,1,4.0,4.0,3.2
S0178,1.0,0.6666666666666667,1,0.6666666666666666,0.8026120593560899,0,0.6666666666666666,0.7243989383522971,0,1.0,0.726283710935658,1,0.8,0.7820188210642736,0,0.8,0.7740063574820105,0,3.0,4.0,4.0
S0183,0.6666666666666666,0.5102404246590811,0,0.6666666666666666,0.5102404246590811,0,1.0,0.6666666666666667,0,0.6,0.4664341191396774,0,0.6,0.4664341191396774,0,0.6,0.5373022038173156,0,2.0,2.0,3.0
S0184,0.6666666666666666,0.5102404246590811,1,0.6666666666666666,0.5102404246590811,1,0.6666666666666666,0.5102404246590811,1,0.6,0.4664341191396774,1,0.6,0.4664341191396774,1,0.6,0.516212089497105,1,2.0,2.0,3.0
S0187,0.6666666666666666,0.5884535456628739,1,1.0,0.9217868789962073,0,1.0,0.9217868789962073,1,0.6,0.6288456809499079,1,0.8,0.7806496376985227,1,0.8,0.7806496376985227,1,3.0,4.0,4.0
S0200,0.3333333333333333,0.1973879406439102,0,1.0,0.7653606369886218,1,1.0,0.8230929086742522,1,0.6,0.37124148723049777,1,1.0,0.7379954215781757,1,0.8,0.6922500167496441,1,3.0,3.0,4.0
S0204,0.6666666666666666,0.4062169737240368,0,1.0,0.771472248811749,0,0.6666666666666666,0.6150460068041634,0,0.8,0.5221677785772569,1,0.8,0.6887685717867505,1,0.8,0.6780484940341376,1,3.0,3.67,3.67
S0205,1.0,1.0,0,0.6666666666666666,0.41993914276720556,0,1.0,0.7327916267823766,0,0.8,0.8201054725400893,0,0.6,0.5077371115781129,0,0.8,0.758191958294825,1,4.0,3.0,3.0
S0207,0.6666666666666666,0.41993914276720556,1,0.6666666666666666,0.41993914276720556,1,1.0,0.7327916267823766,1,0.6,0.43470625488394327,1,0.6,0.43470625488394327,1,0.8,0.6608130583996874,1,2.0,2.0,3.0
S0210,1.0,1.0,0,0.6666666666666666,0.41993914276720556,1,1.0,0.7327916267823766,1,0.8,0.8201054725400893,0,0.6,0.5077371115781129,1,0.8,0.6608130583996874,1,4.0,4.0,3.0
S0231,0.6666666666666666,0.6073125494731314,1,0.6666666666666666,0.9044841707719612,0,0.3333333333333333,0.6048449614691409,0,0.4,0.47536186962696086,1,0.6,0.8510399314791455,0,0.4,0.6736319481158541,0,3.0,3.6,2.67
S0237,0.6666666666666666,0.5537569425366514,0,0.3333333333333333,0.2677780346824004,0,0.6666666666666666,0.43754529207776593,0,0.6,0.5765151401049888,0,0.2,0.2095979530179141,0,0.6,0.456938200187726,0,3.0,3.0,3.0
S0240,0.6666666666666666,0.9044841707719612,0,0.6666666666666666,0.9044841707719612,0,0.6666666666666666,0.9088749339679152,0,0.8,0.9252368764646797,0,0.6,0.8510399314791455,0,0.6,0.8714445149599178,0,3.6,3.6,4.0
S0243,0.3333333333333333,0.2546508860930483,0,0.6666666666666666,0.8579447567493056,1,0.3333333333333333,0.7730611280516229,0,0.4,0.3977071258611574,0,0.4,0.7287684102667045,1,0.6,0.8223680927489434,1,3.0,4.0,4.0
S0245,0.3333333333333333,0.2546508860930483,1,0.3333333333333333,0.6881774993539401,1,0.3333333333333333,0.7730611280516229,1,0.4,0.3977071258611574,1,0.4,0.6414688247313932,1,0.6,0.8223680927489434,1,3.0,4.0,4.0
S0257,1.0,0.6937987494376919,0,0.3333333333333333,0.5785079932973419,1,0.6666666666666666,0.7413004899234927,1,0.6,0.671564753377579,1,0.4,0.6705994037884444,1,0.4,0.6961689955880496,1,3.0,3.0,3.0
S0258,0.3333333333333333,0.5785079932973419,1,0.3333333333333333,0.6192061174538797,0,0.6666666666666666,0.7413004899234927,0,0.4,0.6222015816747878,1,0.6,0.7342989114257379,0,0.4,0.6961689955880496,1,3.0,3.0,3.0
S0266,0.3333333333333333,0.34135299424207527,0,0.6666666666666666,0.7427878553306817,0,0.3333333333333333,0.4772847289249112,1,0.2,0.3107286919592127,0,0.6,0.6785957681194079,1,0.6,0.6252318695936954,1,2.0,2.67,2.67
S0269,0.3333333333333333,0.308131889338859,1,0.3333333333333333,0.308131889338859,1,0.6666666666666666,0.6337168825911607,1,0.4,0.333595988506977,1,0.4,0.333595988506977,1,0.4,0.4870134548404148,1,3.0,3.0,3.0
S0280,1.0,0.6937987494376919,1,0.6666666666666666,0.6599042416104173,0,0.6666666666666666,0.7413004899234927,0,0.6,0.671564753377579,1,0.6,0.6874961785684326,1,0.4,0.6961689955880496,0,3.0,3.0,3.0
S0282,0.6666666666666666,0.8234592595269595,1,0.6666666666666666,0.7481896731565153,1,0.6666666666666666,0.7481896731565153,1,0.6,0.741543141993056,1,0.4,0.6362158456966672,1,0.4,0.6414205844670346,1,4.5,4.5,4.5
S0287,0.6666666666666666,0.6415768045431853,1,0.6666666666666666,0.6415768045431853,1,0.6666666666666666,0.49103763180229676,0,0.8,0.7003489749339399,1,0.8,0.7003489749339399,1,0.4,0.4333402340294791,1,3.5,3.5,3.0
S0290,0.6666666666666666,0.48925231140788766,0,0.6666666666666666,0.566307218172741,0,0.6666666666666666,0.49103763180229676,0,0.6,0.48828588499799425,0,0.8,0.6409663494084994,0,0.4,0.38739556325853075,0,3.0,3.5,3.0
S0304,1.0,0.7544811840988517,1,0.6666666666666666,0.7481896731565153,0,0.6666666666666666,0.7481896731565153,0,0.8,0.7603575475997864,1,0.6,0.7333099260089313,0,0.6,0.7333099260089313,1,3.0,4.5,4.5
S0314,1.0,0.9163291996999627,0,1.0,0.9163291996999627,0,1.0,0.7996517089829344,0,1.0,0.9341809568824996,0,1.0,0.9341809568824996,0,1.0,0.8281019955498842,0,4.0,4.0,3.33
S0318,1.0,0.9163291996999627,0,1.0,0.9163291996999627,0,1.0,0.8942487366602427,1,1.0,0.9341809568824996,0,1.0,0.9341809568824996,0,0.8,0.8488951172748356,1,4.0,4.0,3.5
S0320,1.0,0.8545885003750467,0,1.0,0.9163291996999627,0,1.0,0.7784419734858787,1,1.0,0.927329444438258,0,1.0,0.9341809568824996,1,1.0,0.81190503059135,1,3.33,4.0,3.0
S0321,0.6666666666666666,0.531006252811541,0,0.6666666666666666,0.58279713792162,0,0.6666666666666666,0.5966345001348428,0,0.8,0.6420152525030778,0,0.8,0.6480239514853676,0,0.6,0.5515542010835335,0,3.0,3.33,3.5
S0345,0.6666666666666666,0.5237588124118311,1,0.6666666666666666,0.44347350103270994,0,0.6666666666666666,0.831251554993865,0,0.4,0.5059353093413524,1,0.8,0.5492734573832259,1,0.6,0.7757375141349674,0,3.0,4.0,4.0
S0347,0.3333333333333333,0.30392635034301974,0,1.0,0.6843294351700734,1,0.6666666666666666,0.7583412127488454,0,0.6,0.4407071404421089,1,0.6,0.6208392242471764,1,0.6,0.6975843133763046,0,3.0,3.0,2.83
S0352,0.6666666666666666,0.5237588124118311,0,0.6666666666666666,0.44347350103270994,0,0.6666666666666666,0.8276775647422111,0,0.4,0.5059353093413524,0,0.8,0.5492734573832259,0,0.6,0.7875740783909039,0,3.0,2.0,4.0
S0356,0.3333333333333333,0.30392635034301974,0,1.0,0.6843294351700734,0,0.3333333333333333,0.4964618065429299,0,0.6,0.4407071404421089,0,0.6,0.6208392242471764,0,0.6,0.6082522155942767,0,2.0,3.0,2.83
S0368,0.3333333333333333,0.312852484015171,0,0.3333333333333333,0.4001053619009096,1,0.3333333333333333,0.5823419338397468,1,0.2,0.29145154161424425,0,0.4,0.505372982109842,1,0.2,0.5159616714712836,1,2.0,3.0,2.33
S0375,0.0,0.0,0,0.0,0.0986939703219551,0,0.3333333333333333,0.4506530148390225,0,0.0,0.051640497527609325,0,0.2,0.2769592418628558,0,0.4,0.46163050550923257,0,3.0,3.0,2.0
S0383,0.0,0.0986939703219551,0,0.0,0.0986939703219551,0,0.0,0.3659023435395785,1,0.2,0.2769592418628558,0,0.2,0.2769592418628558,0,0.0,0.280475391826257,1,3.0,3.0,2.0
S0390,0.0,0.1564262420075855,1,0.0,0.4115464543371261,1,0.0,0.3659023435395785,0,0.0,0.1715460195709268,1,0.2,0.5167702859494908,1,0.0,0.280475391826257,0,3.0,3.0,2.0
S0391,0.0,0.0986939703219551,1,0.3333333333333333,0.46316711419962936,1,0.3333333333333333,0.4827203944505775,0,0.2,0.22531874433524646,1,0.4,0.5226367948766377,1,0.4,0.5455070497153955,1,2.0,2.33,2.33
S0397,0.3333333333333333,0.3435737579924145,0,1.0,0.8230929086742522,0,0.6666666666666666,0.8033541146098611,0,0.4,0.3709424543147998,0,0.8,0.8265105674855702,1,0.8,0.8683032094045378,1,4.0,3.5,3.5
S0398,0.6666666666666666,0.4031611678124732,0,0.6666666666666666,0.7653606369886218,0,0.3333333333333333,0.5318492228257907,1,0.8,0.610190321421494,0,0.6,0.7825223424917457,1,0.2,0.41246186710865773,1,4.0,4.0,3.5
S0404,0.6666666666666666,0.4031611678124732,0,0.6666666666666666,0.4813742888162659,0,0.6666666666666666,0.8033541146098611,0,0.8,0.610190321421494,0,0.6,0.5300564508478983,0,0.4,0.6230204423367972,0,4.0,4.0,3.5
S0413,0.3333333333333333,0.2960819109658653,0,0.6666666666666666,0.7395503070573701,0,0.6666666666666666,0.8033541146098611,1,0.2,0.3490977291136263,1,0.4,0.6675825202481466,1,0.4,0.6580255100915416,1,4.0,3.5,3.5
S0417,0.6666666666666666,0.4031611678124732,0,0.6666666666666666,0.4813742888162659,0,0.6666666666666666,0.8033541146098611,1,0.8,0.610190321421494,1,0.6,0.5300564508478983,1,0.4,0.6230204423367972,1,3.0,3.0,3.5
S0422,0.6666666666666666,0.7984194160937634,1,0.6666666666666666,0.8375259765956599,1,0.3333333333333333,0.641993174086178,1,0.6,0.7326184930823224,1,0.6,0.7263380363680073,1,0.6,0.7031983607920572,1,4.0,4.0,4.0
S0423,0.3333333333333333,0.24673492580488773,0,0.3333333333333333,0.6675942357338808,0,0.6666666666666666,0.752064406417977,0,0.4,0.3746859192480428,0,0.4,0.5975733472664686,0,0.6,0.6615800785065059,0,3.0,2.5,2.75
S0436,0.6666666666666666,0.5679726963447116,1,0.6666666666666666,0.5083852865246529,0,0.3333333333333333,0.3644731438776742,0,0.6,0.5450127852659101,1,0.6,0.4920656193756481,0,0.4,0.39081230174921333,0,3.0,3.0,3.33
S0441,0.6666666666666666,0.7057732271685632,1,0.3333333333333333,0.5102404246590811,1,0.6666666666666666,0.6992356768729119,1,0.6,0.6416350681467269,1,0.4,0.5514285027016009,1,0.4,0.5298413591518475,1,3.0,3.0,3.0
S0447,0.3333333333333333,0.6675942357338808,0,0.3333333333333333,0.6675942357338808,0,0.6666666666666666,0.752064406417977,0,0.4,0.5975733472664686,0,0.4,0.6205003691758345,0,0.6,0.6615800785065059,0,2.5,2.5,2.75
S0451,1.0,0.7160136518276442,0,0.6666666666666666,0.5102404246590811,0,0.6666666666666666,0.5102404246590811,0,0.8,0.6286070655747842,0,0.6,0.5659900598545328,1,0.6,0.47656449345104585,0,3.0,3.0,3.0
S0452,1.0,0.9217868789962073,0,0.6666666666666666,0.5102404246590811,0,1.0,0.6666666666666667,0,1.0,0.8700752041020097,0,0.6,0.4664341191396774,0,0.6,0.49258942061557215,0,4.0,3.0,3.0
S0461,1.0,0.9217868789962073,0,0.6666666666666666,0.7448797876704595,1,0.6666666666666666,0.7448797876704595,1,1.0,0.8510488233360477,0,0.6,0.625814467650465,1,0.6,0.6357233158707081,1,4.0,3.0,3.0
S0464,1.0,0.7160136518276442,0,0.6666666666666666,0.5102404246590811,0,1.0,0.6666666666666667,0,0.8,0.6286070655747842,0,0.6,0.4664341191396774,0,0.6,0.49258942061557215,0,3.0,3.0,3.0
S0471,1.0,0.9506530148390224,0,0.6666666666666666,0.6666666666666667,0,0.6666666666666666,0.6666666666666667,1,1.0,0.8914039337973437,0,0.8,0.6815709277339145,1,0.8,0.6815709277339145,1,4.0,4.0,4.0
S0479,0.3333333333333333,0.2815482067503098,0,0.3333333333333333,0.2505779040077757,0,0.6666666666666666,0.6075725838833982,0,0.4,0.31886277177623995,0,0.6,0.3786636952900734,1,0.6,0.5716539669013914,0,5.0,5.0,3.4
S0482,0.3333333333333333,0.2505779040077757,0,0.3333333333333333,0.22312167492226403,0,0.6666666666666666,0.6247406897823393,0,0.6,0.3786636952900734,0,0.6,0.44627171187957665,0,0.6,0.5420709602609118,1,4.0,4.0,4.0
S0485,0.3333333333333333,0.2815482067503098,0,0.3333333333333333,0.2505779040077757,0,0.6666666666666666,0.6223951467618778,0,0.4,0.31886277177623995,0,0.6,0.3786636952900734,1,0.6,0.5825144430063456,0,4.0,4.0,3.67
S0487,0.6666666666666666,0.5459043646431393,0,0.3333333333333333,0.22312167492226403,1,0.6666666666666666,0.6247406897823393,1,0.6,0.5126354542762406,0,0.4,0.28880625908413593,1,0.8,0.6920230871642613,1,3.67,3.0,4.0
S0510,0.3333333333333333,0.18281313981139338,0,0.3333333333333333,0.18281313981139338,0,0.6666666666666666,0.7312525592455735,0,0.4,0.304084503023085,0,0.4,0.304084503023085,0,0.6,0.7324828389652644,0,2.0,2.0,4.0
S0511,0.3333333333333333,0.5147039741538969,0,0.3333333333333333,0.18281313981139338,1,0.3333333333333333,0.6398459893398768,0,0.2,0.396258314163643,0,0.4,0.304084503023085,1,0.6,0.7227260167593276,1,3.0,3.0,4.0
S0518,0.3333333333333333,0.5147039741538969,0,0.3333333333333333,0.18281313981139338,0,0.6666666666666666,0.7312525592455735,0,0.2,0.396258314163643,0,0.4,0.304084503023085,0,0.6,0.7324828389652644,0,3.0,2.0,4.0
S0519,0.3333333333333333,0.34602674775248043,0,0.0,0.05767112462541341,0,0.3333333333333333,0.24048426443680682,1,0.4,0.40559921624590717,0,0.4,0.3351383890586955,1,0.6,0.46971395832258006,1,3.0,1.0,1.0
S0526,0.3333333333333333,0.18281313981139338,0,0.3333333333333333,0.4113295645756351,0,0.3333333333333333,0.36562627962278677,0,0.6,0.4253143349127272,0,0.4,0.48618175543761144,1,0.6,0.5116108023070536,1,3.0,3.0,1.5
S0537,1.0,0.8435737579924145,0,0.3333333333333333,0.2551202123295406,0,0.3333333333333333,0.35381418265149567,0,0.6,0.7199491163996503,0,0.6,0.4550212330087457,0,0.6,0.5336138713164014,0,3.0,4.0,2.0
S0538,0.6666666666666666,0.3838351257904502,0,0.6666666666666666,0.6606021509485402,0,1.0,0.8303010754742701,1,0.8,0.5748780794745366,0,0.6,0.6829302597523941,0,0.8,0.815770349131416,1,4.0,3.0,3.0
S0541,1.0,0.9151505377371351,0,0.3333333333333333,0.27676702515809004,0,0.6666666666666666,0.7010143364724148,0,0.6,0.7677681688850889,0,0.6,0.43385420215030085,1,0.6,0.6631753026187316,0,3.0,3.0,3.0
S0548,1.0,0.9151505377371351,1,0.6666666666666666,0.6606021509485402,1,0.6666666666666666,0.7010143364724148,0,0.6,0.7677681688850889,1,0.6,0.6771087087740371,1,0.6,0.6515322006620176,0,3.0,3.0,3.0
S0555,0.6666666666666666,0.3838351257904502,1,0.6666666666666666,0.7454516132114052,0,1.0,0.8303010754742701,0,0.8,0.5748780794745366,1,0.8,0.8007398659314671,0,0.8,0.815770349131416,0,3.0,3.0,3.0
S0566,0.3333333333333333,0.20542125955923934,0,0.3333333333333333,0.38701057174996983,0,0.3333333333333333,0.6393389415205036,0,0.2,0.23046362935692746,0,0.2,0.29741886445735355,0,0.2,0.49133402514193564,0,3.0,3.0,2.6
S0578,0.0,0.16433700764739148,0,0.6666666666666666,0.6937987494376919,1,0.3333333333333333,0.4496100044984656,1,0.4,0.3847305430381798,1,0.6,0.7135442164391956,1,0.2,0.34552672910700577,1,3.0,4.0,2.5
S0582,0.3333333333333333,0.5713182492127685,0,0.3333333333333333,0.5713182492127685,0,0.3333333333333333,0.5713182492127685,0,0.2,0.4874577272637495,0,0.2,0.4874577272637495,0,0.2,0.4390599051500928,0,3.5,3.5,3.5
S0588,0.6666666666666666,0.6937987494376919,1,0.6666666666666666,0.6937987494376919,1,0.3333333333333333,0.4496100044984656,1,0.6,0.7135442164391956,1,0.6,0.7135442164391956,1,0.2,0.34552672910700577,1,4.0,4.0,2.5
S0594,1.0,0.7965093792173115,0,0.3333333333333333,0.33431924835811566,0,0.3333333333333333,0.5785079932973419,1,0.6,0.6929443730505969,0,0.4,0.464223298317967,1,0.6,0.6733407230419015,1,3.0,3.0,2.5
S0596,0.6666666666666666,0.6400772255510621,0,0.6666666666666666,0.6724843679711476,0,0.3333333333333333,0.7131824921276854,0,0.6,0.6695177339432146,0,0.8,0.7213629570429905,0,0.4,0.6448786746219428,0,2.67,3.0,4.0
S0613,0.6666666666666666,0.6400772255510621,0,0.6666666666666666,0.6724843679711476,0,0.3333333333333333,0.7131824921276854,1,0.6,0.6695177339432146,1,0.8,0.748303187353276,0,0.4,0.6448786746219428,1,2.67,3.0,4.0
S0620,0.0,0.07821312100379275,0,0.6666666666666666,0.625704968030342,1,0.3333333333333333,0.1822365719388371,0,0.2,0.21222363398044106,1,0.8,0.6824582376760956,1,0.4,0.23997371707775886,0,4.0,4.0,4.0
S0624,0.6666666666666666,0.625704968030342,0,0.6666666666666666,0.625704968030342,0,0.6666666666666666,0.38638319285774086,0,0.8,0.6824582376760956,0,0.8,0.6824582376760956,0,0.4,0.42369833322401496,1,4.0,4.0,3.0
S0628,0.6666666666666666,0.5474918470265493,1,0.3333333333333333,0.39106560501896376,1,0.6666666666666666,0.5474918470265493,1,0.4,0.465495898397481,1,0.6,0.586517209198894,1,0.6,0.6133164400027259,1,3.0,3.0,3.0
S0631,0.0,0.07821312100379275,0,0.6666666666666666,0.625704968030342,0,0.3333333333333333,0.44268626488146695,0,0.2,0.21222363398044106,0,0.8,0.6824582376760956,0,0.4,0.5160299893436054,0,3.0,4.0,3.33
S0633,0.6666666666666666,0.5474918470265493,0,0.3333333333333333,0.39106560501896376,1,0.6666666666666666,0.5474918470265493,0,0.4,0.465495898397481,1,0.6,0.586517209198894,1,0.6,0.6133164400027259,1,3.0,3.0,3.0
S0656,0.6666666666666666,0.4496100044984656,1,0.3333333333333333,0.308131889338859,0,0.6666666666666666,0.6874384064777904,0,0.6,0.4952565864586152,1,0.4,0.3527987932572881,0,0.8,0.7940085066648425,0,2.0,2.0,3.33
S0658,0.3333333333333333,0.4692787260227565,0,0.6666666666666666,0.35381418265149567,0,1.0,0.6924769965979183,0,0.4,0.47826415260945315,0,0.8,0.4655344809665755,0,0.6,0.6831911639702276,1,4.0,4.0,3.0
S0664,0.3333333333333333,0.308131889338859,0,0.3333333333333333,0.308131889338859,0,1.0,0.9718820022041925,0,0.4,0.3527987932572881,0,0.4,0.3656914334147489,0,0.8,0.8625560903682574,0,3.0,3.0,4.0
S0667,0.6666666666666666,0.4496100044984656,0,0.3333333333333333,0.308131889338859,0,0.6666666666666666,0.7276932572649664,0,0.6,0.4952565864586152,0,0.4,0.3527987932572881,0,0.8,0.825230471635432,1,1.0,1.0,4.0
S0669,0.3333333333333333,0.308131889338859,0,0.3333333333333333,0.308131889338859,0,0.6666666666666666,0.6874384064777904,0,0.4,0.3527987932572881,0,0.4,0.3527987932572881,0,0.8,0.7940085066648425,0,1.0,1.0,3.33
S0676,0.6666666666666666,0.45316991388432826,0,0.6666666666666666,0.7117556475070489,0,1.0,0.9146560612887686,0,0.8,0.5485442474477515,0,0.6,0.7229596143791786,1,0.8,0.8813754016192964,1,3.0,5.0,5.0
S0687,0.6666666666666666,0.6795431111477921,0,0.6666666666666666,0.6795431111477921,0,1.0,0.7566452683848456,0,0.6,0.7089940895357588,0,0.6,0.6379108266774847,0,0.8,0.8142799370212394,1,2.5,2.5,3.0
S0689,0.3333333333333333,0.4750384980950425,0,0.0,0.0,0,0.3333333333333333,0.1826360288420353,0,0.2,0.3864221347984734,0,0.2,0.10141212167780443,0,0.4,0.24334375674884018,0,2.5,2.0,2.0
S0700,0.3333333333333333,0.1352669425211465,0,0.3333333333333333,0.1352669425211465,0,0.3333333333333333,0.3909214638861134,0,0.4,0.19215029307676063,0,0.4,0.19215029307676063,0,0.6,0.47568685746395006,0,4.0,4.0,3.14
